OID,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,FID_,STREAMCODE,SITECODE,STREAMSITE,STREAMNAME,YEAR,DATE_,SAMPLE,RUN,LONGITUDE,LATITUDE,UTMX,UTMY,UTMZ,VALIDATION,CC,SITELENGTH,AVERAGEWID,AREA,USABLEAREA,NOFISH,X1,X2,X10,X11,X12,X14,X70,X73,X75,X76,X77,X78,X80,X84,X103,X131,X141,X160,X162,X163,X165,X176,X180,X181,X182,X184,X186,X189,X192,X194,X196,X197,X198,X200,X201,X203,X204,X206,X208,X209,X210,X211,X212,X214,X224,X225,X233,X235,X251,X280,X281,X311,X312,X313,X314,X316,X317,X320,X322,X330,X331,X334,X335,X337,X338,X339,X341,X342,X348,X351,X361,X366,X380,X381,X382,X999,SHANNON,BARRIERID,STREAM,STRAHLER,SHREVE,Shape_Leng,DESCR,River,FIPEX_segE,FIPEX_Subs,FIPEX_se_1,FIPEX_su_1,DCIs450mLi,DCIs5kmLi,DCIs10kmLi,DCIs10kmCu,DCIs25kmLi,DCIs25kmCu,DCIsNoDD,DCIs5kmCu,DCIs1kmCu,DCIs1kmLi,DCIs450mCu,X198_log,X210_log,S2_DCIs450mCu,S2_DCIs450mLi,S2_DCIs1kmCu,S2_DCIs1kmLi,S2_DCIs5kmCu,S2_DCIs5kmLi,S2_DCIs10kmCu,S2_DCIs10kmLi,S2_DCIs25kmCu,S2_DCIs25kmLi
-1,33,1,32,33,169,DF1,DF010WM,DF1-DF010WM,Duffins,2003,37799,1,1,-79.14398956,43.87038803,649128.6126,4859151.531,17, ,C1,83.5,7.672,640.612,640.612, ,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,123,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,0,3.262834397,300033,Duffins,0,0,1347.84159816,Water Virtual Flow Segment,Duffins,11,8,11_s,8_s,100.01,87.74,82.16,77.94,56.74,41.9,34.67,82.74,99.78,99.97,100.01,1.09861228867,2.48490664979,100.01,100,99.99,99.99,88.21,91.36,88.89,89.8300000000001,59.05,73.19
-1,34,1,33,34,247,DF1,DH06,DF1-DH06,Duffins,2008,39661,0,0,-79.07627869,43.87055206,654568.773,4859294.162,17, ,C1,41.1,1.2835,52.75185,52.75185,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300031,Duffins,0,0,826.745848322,Water Line  Permanent,Duffins,457,459,457_s,459_s,99.76,84.9,63.41,52.54,50.65,44.4,34.46,73.1,99.53,99.67,99.75,0,0,100.02,100.01,100.02,100.02,81.68,91.28,63.13,73.13,66.8800000000001,65.87
-1,35,1,34,35,239,DF1,DFT1,DF1-DFT1,Duffins,2006,39057,1,1,-79.13278198,43.87135315,650026.7219,4859279.009,17, ,C1,79.7,8.225,655.5325,655.5325, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,15,0,0,0,0,0,0,1,0,0,5.875537651,300005,Duffins,0,0,5.76184407365,Water Virtual Flow Segment,Duffins,382,18,382_s,18_s,99.09,93.46,84.69,79.85,57.7,44.72,35.02,86.33,97.4,98.22,98.83,0,1.94591014906,99.99,100,100,100.01,90.59,97.34,90.14,91.65,63.3500000000001,73.67
-1,36,1,35,36,238,DF1,DFT1,DF1-DFT1,Duffins,2006,38880,1,1,-79.13278198,43.87135315,650026.7219,4859279.009,17, ,C1,79.7,8.225,655.5325,655.5325, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1.47744336,300005,Duffins,0,0,5.76184407365,Water Virtual Flow Segment,Duffins,382,18,382_s,18_s,99.09,93.46,84.69,79.85,57.7,44.72,35.02,86.33,97.4,98.22,98.83,0,0,99.99,100,100,100.01,90.59,97.34,90.14,91.65,63.3500000000001,73.67
-1,37,1,36,37,246,DF1,DH05,DF1-DH05,Duffins,2008,39661,1,1,-79.07428742,43.87355042,654721.0117,4859630.909,17, ,C1,54,2.909166667,157.095,151.8585, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,1.932324875,300031,Duffins,0,0,1200.79111679,Water Line  Permanent,Duffins,457,621,457_s,621_s,99.74,79.19,60.24,50.84,50.31,44.38,34.46,64.51,99.23,99.67,99.74,0,0,100.02,100,99.56,100,72.45,85.63,61.13,69.38,66.9500000000001,65.32
-1,38,1,37,38,245,DF1,DH05,DF1-DH05,Duffins,2008,39660,1,1,-79.07428742,43.87355042,654721.0117,4859630.909,17, ,C1,54,2.909166667,157.095,151.8585, ,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,9,0,11,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,0,7.313303191,300031,Duffins,0,0,1200.79111679,Water Line  Permanent,Duffins,457,621,457_s,621_s,99.74,79.19,60.24,50.84,50.31,44.38,34.46,64.51,99.23,99.67,99.74,2.7080502011,2.3978952728,100.02,100,99.56,100,72.45,85.63,61.13,69.38,66.9500000000001,65.32
-1,39,1,38,39,316,DF1,NCD11Bctlds,DF1-NCD11Bctlds,Duffins,2008,39675,1,1,-79.03459168,43.87380981,657909.7237,4859734.809,17, ,C1,73.5,2.830666667,208.054,203.4305778, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,6,0,38,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,5.375432979,300066,Duffins,0,0,358.350411297,Water Line  Permanent,Duffins,567,711,567_s,711_s,97.67,48.09,32.93,21.8,9.88,4.5,1.6,34.3,75.93,86.76,96.17,1.79175946923,1.79175946923,99.14,99.98,80.13,91.72,49.24,56.76,42.02,52.9,8.69,18.37
-1,40,1,39,40,315,DF1,NCD11Bctlds,DF1-NCD11Bctlds,Duffins,2006,39015,1,1,-79.03459168,43.87380981,657909.7237,4859734.809,17, ,C1,77,3.263333333,251.2766667,247.0887222, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,19,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5.268050584,300066,Duffins,0,0,358.350411297,Water Line  Permanent,Duffins,567,711,567_s,711_s,97.67,48.09,32.93,21.8,9.88,4.5,1.6,34.3,75.93,86.76,96.17,0,0,99.14,99.98,80.13,91.72,49.24,56.76,42.02,52.9,8.69,18.37
-1,41,1,40,41,240,DF1,DH01,DF1-DH01,Duffins,2008,39660,1,1,-79.09783936,43.87390137,652827.8098,4859626.062,17, ,C1,41.7,4.3425,181.08225,181.08225, ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4.392533814,300035,Duffins,0,0,349.739109743,Water Line  Permanent,Duffins,430,577,430_s,577_s,99.98,84.39,68.62,56.61,45.26,36.11,25.76,75.54,99.95,99.99,99.99,0,1.94591014906,99.99,100,99.99,100,93.03,94.18,75.78,87.0700000000001,66.13,68.43
-1,42,1,41,42,325,DF1,URU3,DF1-URU3,Duffins,2006,38904,1,1,-79.07463837,43.87428665,654690.9089,4859712.024,17, ,C1,47.9,2.095333333,100.3664667,100.3664667, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,6,3,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6.06977953,300031,Duffins,0,0,1200.79111679,Water Line  Permanent,Duffins,457,621,457_s,621_s,99.74,79.19,60.24,50.84,50.31,44.38,34.46,64.51,99.23,99.67,99.74,2.48490664979,1.09861228867,100.02,100,99.56,100,72.45,85.63,61.13,69.38,66.9500000000001,65.32
-1,43,1,42,43,324,DF1,URU3,DF1-URU3,Duffins,2006,38875,1,1,-79.07463837,43.87428665,654690.9089,4859712.024,17, ,C1,47.9,2.095333333,100.3664667,100.3664667, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51635608,300031,Duffins,0,0,1200.79111679,Water Line  Permanent,Duffins,457,621,457_s,621_s,99.74,79.19,60.24,50.84,50.31,44.38,34.46,64.51,99.23,99.67,99.74,0,0,100.02,100,99.56,100,72.45,85.63,61.13,69.38,66.9500000000001,65.32
-1,44,1,43,44,1475,WV1,WTV01,WV1-WTV01,Whitevale,2000,36746,1,1,-79.13759613,43.87512589,649630.4671,4859689.31,17,can't validate,C5,45.5,3.954166667,179.9145833,179.9145833, ,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4.385642587,300033,Duffins,0,0,1309.53428947,Water Line  Permanent,Duffins,11,158,11_s,158_s,100.01,87.23,83.2,79.28,58.13,44.01,34.67,82.19,99.8,99.94,100,0,2.48490664979,100,100.01,99.98,100.01,86.5,90.16,89.12,89.29,61.8500000000001,74.3200000000001
-1,45,1,44,45,328,DF1,WVD1,DF1-WVD1,Duffins,2006,39057,1,1,-79.13871002,43.87519455,649540.801,4859694.921,17, ,C2,42,3.950666667,165.928,154.8661333, ,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,300033,Duffins,0,0,1309.53428947,Water Line  Permanent,Duffins,11,158,11_s,158_s,100.01,87.23,83.2,79.28,58.13,44.01,34.67,82.19,99.8,99.94,100,0,0.69314718056,100,100.01,99.98,100.01,86.5,90.16,89.12,89.29,61.8500000000001,74.3200000000001
-1,46,1,45,46,244,DF1,DH04,DF1-DH04,Duffins,2008,39660,1,1,-79.07606506,43.87702942,654569.1884,4860013.988,17, ,C1,49.5,2.891666667,143.1375,143.1375, ,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,9,3,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,6.763860566,300031,Duffins,0,0,1010.64885048,Water Line  Permanent,Duffins,457,620,457_s,620_s,78.86,69.95,56.32,49.93,50.35,45.5,34.46,61.41,81.28,81.04,80.77,2.19722457734,2.19722457734,80.77,79.97,81.28,84.66,66.44,72.67,59.61,63.49,66.35,64.18
-1,47,1,46,47,295,DF1,GTDF,DF1-GTDF,Duffins,2006,38881,1,1,-79.09818268,43.87761688,652790.7279,4860038.102,17, ,C1,43,3.188333333,137.0983333,125.6734722, ,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1.755779964,300035,Duffins,0,0,518.768185922,Water Line  Permanent,Duffins,430,598,430_s,598_s,99.29,85.41,70.85,58.08,46.01,36.81,25.76,77.81,99.08,99.17,99.28,0,5.37527840768,100,99.97,99.97,99.98,93.08,93.56,77.63,88.72,66.27,68.7000000000001
-1,48,1,47,48,164,DF1,DF008WM,DF1-DF008WM,Duffins,2009,40081,1,1,-79.09873962,43.87976456,652740.494,4860275.61,17, ,C1,43,3.694,158.842,158.842, ,0,0,0,1,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4.820561628,300035,Duffins,0,0,352.191149282,Water Line  Permanent,Duffins,430,598,430_s,598_s,99.29,85.41,70.85,58.08,46.01,36.81,25.76,77.81,99.08,99.17,99.28,0,3.33220451018,100,99.97,99.97,99.98,93.08,93.56,77.63,88.72,66.27,68.7000000000001
-1,49,1,48,49,163,DF1,DF008WM,DF1-DF008WM,Duffins,2006,38932,1,1,-79.09873962,43.87976456,652740.494,4860275.61,17, ,C1,44.5,3.05,135.725,133.4629167, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,300035,Duffins,0,0,352.191149282,Water Line  Permanent,Duffins,430,598,430_s,598_s,99.29,85.41,70.85,58.08,46.01,36.81,25.76,77.81,99.08,99.17,99.28,0,0,100,99.97,99.97,99.98,93.08,93.56,77.63,88.72,66.27,68.7000000000001
-1,50,1,49,50,162,DF1,DF008WM,DF1-DF008WM,Duffins,2006,38784,1,1,-79.09873962,43.87976456,652740.494,4860275.61,17, ,C1,44.5,3.05,135.725,133.4629167, ,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3.058032768,300035,Duffins,0,0,352.191149282,Water Line  Permanent,Duffins,430,598,430_s,598_s,99.29,85.41,70.85,58.08,46.01,36.81,25.76,77.81,99.08,99.17,99.28,0,2.94443897917,100,99.97,99.97,99.98,93.08,93.56,77.63,88.72,66.27,68.7000000000001
-1,51,1,50,51,161,DF1,DF008WM,DF1-DF008WM,Duffins,2003,37871,1,1,-79.09873962,43.87976456,652740.494,4860275.61,17, ,C1,48.1,3.32,159.692,159.692, ,0,0,0,1,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4.223478755,300035,Duffins,0,0,352.191149282,Water Line  Permanent,Duffins,430,598,430_s,598_s,99.29,85.41,70.85,58.08,46.01,36.81,25.76,77.81,99.08,99.17,99.28,0,1.94591014906,100,99.97,99.97,99.98,93.08,93.56,77.63,88.72,66.27,68.7000000000001
-1,52,1,51,52,160,DF1,DF008WM,DF1-DF008WM,Duffins,2003,37811,1,1,-79.09873962,43.87976456,652740.494,4860275.61,17, ,C1,48.1,3.32,159.692,159.692, ,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.754765351,300035,Duffins,0,0,352.191149282,Water Line  Permanent,Duffins,430,598,430_s,598_s,99.29,85.41,70.85,58.08,46.01,36.81,25.76,77.81,99.08,99.17,99.28,0,0,100,99.97,99.97,99.98,93.08,93.56,77.63,88.72,66.27,68.7000000000001
-1,53,1,52,53,578,WD1,DU01,WD1-DU01,West Duffins,1998,36077,1,1,-79.15277863,43.8807869,648396.5926,4860290.687,17, ,C2,52.8,8.2,432.96,432.96, ,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300041,Duffins,0,0,1475.53850452,Water Line  Permanent,Duffins,11,99,11_s,99_s,86.79,80.36,76.97,72.72,54.45,40.28,34.67,80.86,79.11,80.31,82.79,0,0,85.71,84.62,88.58,85.99,91.93,89.96,86.37,88.72,55.7100000000001,71.1800000000001
-1,54,1,53,54,577,WD1,DU01,WD1-DU01,West Duffins,1998,36048,1,1,-79.15277863,43.8807869,648396.5926,4860290.687,17, ,C2,52.8,8.2,432.96,432.96, ,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,138,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,4.479180907,300041,Duffins,0,0,1475.53850452,Water Line  Permanent,Duffins,11,99,11_s,99_s,86.79,80.36,76.97,72.72,54.45,40.28,34.67,80.86,79.11,80.31,82.79,0,3.58351893846,85.71,84.62,88.58,85.99,91.93,89.96,86.37,88.72,55.7100000000001,71.1800000000001
-1,55,1,54,55,576,WD1,DU01,WD1-DU01,West Duffins,1997,35696,2,1,-79.15277863,43.8807869,648396.5926,4860290.687,17, ,C2,44,6.92,304.48,304.48, ,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,123,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2.967694209,300041,Duffins,0,0,1475.53850452,Water Line  Permanent,Duffins,11,99,11_s,99_s,86.79,80.36,76.97,72.72,54.45,40.28,34.67,80.86,79.11,80.31,82.79,0,1.94591014906,85.71,84.62,88.58,85.99,91.93,89.96,86.37,88.72,55.7100000000001,71.1800000000001
-1,56,1,55,56,575,WD1,DU01,WD1-DU01,West Duffins,1997,35579,1,1,-79.15277863,43.8807869,648396.5926,4860290.687,17, ,C2,50,10.15833333,507.9166667,507.9166667, ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,90,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2.898743404,300041,Duffins,0,0,1475.53850452,Water Line  Permanent,Duffins,11,99,11_s,99_s,86.79,80.36,76.97,72.72,54.45,40.28,34.67,80.86,79.11,80.31,82.79,0,4.07753744391,85.71,84.62,88.58,85.99,91.93,89.96,86.37,88.72,55.7100000000001,71.1800000000001
-1,57,1,56,57,299,DF1,GTUR,DF1-GTUR,Duffins,2006,38933,1,1,-79.09836578,43.88107681,652767.1731,4860422.051,17, ,C1,60.2,3.328333333,200.3656667,200.3656667, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1.754765351,300035,Duffins,0,0,352.191149282,Water Line  Permanent,Duffins,430,598,430_s,598_s,99.29,85.41,70.85,58.08,46.01,36.81,25.76,77.81,99.08,99.17,99.28,0,3.17805383035,100,99.97,99.97,99.98,93.08,93.56,77.63,88.72,66.27,68.7000000000001
-1,58,1,57,58,298,DF1,GTUR,DF1-GTUR,Duffins,2006,38815,1,1,-79.09836578,43.88107681,652767.1731,4860422.051,17, ,C1,60.2,3.328333333,200.3656667,200.3656667, ,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3.64534807,300035,Duffins,0,0,352.191149282,Water Line  Permanent,Duffins,430,598,430_s,598_s,99.29,85.41,70.85,58.08,46.01,36.81,25.76,77.81,99.08,99.17,99.28,0,2.94443897917,100,99.97,99.97,99.98,93.08,93.56,77.63,88.72,66.27,68.7000000000001
-1,59,1,58,59,236,DF1,DF51,DF1-DF51,Duffins,2006,39057,1,1,-79.15441895,43.88111496,648264.0017,4860324.18,17, ,C1,56.1,8.119,455.4759,455.4759, ,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,4.791931059,300041,Duffins,0,0,1475.53850452,Water Line  Permanent,Duffins,11,99,11_s,99_s,86.79,80.36,76.97,72.72,54.45,40.28,34.67,80.86,79.11,80.31,82.79,0,1.09861228867,85.71,84.62,88.58,85.99,91.93,89.96,86.37,88.72,55.7100000000001,71.1800000000001
-1,60,1,59,60,235,DF1,DF51,DF1-DF51,Duffins,2006,38880,1,1,-79.15441895,43.88111496,648264.0017,4860324.18,17, ,C1,56.1,8.119,455.4759,455.4759, ,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.460758351,300041,Duffins,0,0,1475.53850452,Water Line  Permanent,Duffins,11,99,11_s,99_s,86.79,80.36,76.97,72.72,54.45,40.28,34.67,80.86,79.11,80.31,82.79,0,0,85.71,84.62,88.58,85.99,91.93,89.96,86.37,88.72,55.7100000000001,71.1800000000001
-1,61,1,60,61,243,DF1,DH03,DF1-DH03,Duffins,2008,39666,1,1,-79.0743103,43.88144684,654698.734,4860507.906,17, ,C1,40.2,1.394,56.0388,54.63783, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300031,Duffins,0,0,1308.74901447,Water Line  Permanent,Duffins,457,634,457_s,634_s,99.39,80.94,60.14,50.79,50.8,45.51,34.46,67.71,99.85,99.72,99.7,0,0,100.01,100,99.99,100.01,72.8,84.9,60.61,68,66.28,64.72
-1,62,1,61,62,242,DF1,DH03,DF1-DH03,Duffins,2008,39607,1,1,-79.0743103,43.88144684,654698.734,4860507.906,17, ,C1,40.2,1.394,56.0388,54.63783, ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,20,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.284304395,300031,Duffins,0,0,1308.74901447,Water Line  Permanent,Duffins,457,634,457_s,634_s,99.39,80.94,60.14,50.79,50.8,45.51,34.46,67.71,99.85,99.72,99.7,0,2.3978952728,100.01,100,99.99,100.01,72.8,84.9,60.61,68,66.28,64.72
-1,63,1,62,63,314,DF1,NCD11Ba,DF1-NCD11Ba,Duffins,2008,39674,1,1,-79.03509522,43.88233566,657846.7484,4860680.796,17, ,C1,44.1,5.077,223.8957,223.8957, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,250,4,0,41,0,0,0,1,0,0,0,20,0,0,52,0,0,0,70,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,5.629308021,300052,Duffins,0,0,2008.33067889,Water Line  Permanent,Duffins,722,718,722_s,718_s,65.64,15.67,9.37,4.8,2.1,0.76,0.26,9.97,41.52,53.35,65.39,2.8903717579,1.38629436112,66.67,63.13,42.07,56.45,10.1,16.86,4.85,9.85,0.77,2.19
-1,64,1,63,64,313,DF1,NCD11Ba,DF1-NCD11Ba,Duffins,2006,39015,1,1,-79.03509522,43.88233566,657846.7484,4860680.796,17, ,C1,40.8,3.101666667,126.548,126.548, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3.991114399,300052,Duffins,0,0,2008.33067889,Water Line  Permanent,Duffins,722,718,722_s,718_s,65.64,15.67,9.37,4.8,2.1,0.76,0.26,9.97,41.52,53.35,65.39,0,0,66.67,63.13,42.07,56.45,10.1,16.86,4.85,9.85,0.77,2.19
-1,65,1,64,65,159,DF1,DF007WM,DF1-DF007WM,Duffins,2009,39994,2,1,-79.08610535,43.88243103,653748.6422,4860595.202,17, ,C1,60.48,3.59,217.1232,209.88576, ,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.828732217,100005,Duffins,0,0,297.314140181,Water Line  Permanent,Duffins,620,627,620_s,627_s,63.32,33.11,22.73,16.01,9.7,4.78,2.32,28.53,53.01,58.04,61.52,0,4.2341065046,64.7,64.7,57.14,56.32,37.87,40.75,28.36,34.59,8.51,16.65
